,delivery,ball,rightHandedBat,rightArmedBowl,bowlingStyle,ballSpeed,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
100688,1.9.6,6,True,True,MEDIUM_SEAM,37.387,4,4,4,,0.258,10.366,0.085,1.334,78.0,31.0
100691,1.10.3,3,True,True,MEDIUM_SEAM,38.128,1,1,1,,0.34,5.571,-0.175,0.579,37.0,59.0
100693,1.10.5,5,True,True,MEDIUM_SEAM,37.991,0,0,0,,0.385,7.062,-0.252,0.802,0.0,0.0
100694,1.10.6,6,True,True,MEDIUM_SEAM,37.649,1,1,1,,0.283,8.379,-0.092,0.896,39.0,45.0
100695,1.11.1,1,True,True,MEDIUM_SEAM,32.124,1,0,0,Lb,-0.405,2.581,0.546,0.358,0.0,0.0
100703,1.12.3,3,True,True,OFF_SPIN,24.076,2,2,2,,-0.273,5.525,0.366,0.82,69.0,41.0
100704,1.12.4,4,True,True,OFF_SPIN,24.101,1,1,1,,0.053,5.982,-0.083,0.641,37.0,61.0
100710,1.13.4,4,True,True,OFF_SPIN,26.754,1,1,1,,0.42,7.584,-0.183,0.698,26.0,45.0
100712,1.13.6,6,True,True,OFF_SPIN,23.884,4,4,4,,0.822,5.624,-0.585,0.745,10.0,36.0
100715,1.14.3,3,True,True,OFF_SPIN,26.399,1,1,1,,0.315,6.529,-0.091,0.746,33.0,52.0
100719,1.15.1,1,True,True,OFF_SPIN,27.629,0,0,0,,0.487,5.778,-0.362,0.592,0.0,0.0
101121,1.1.2,2,True,True,MEDIUM_SEAM,35.896,2,2,2,,0.471,3.786,-0.484,0.361,34.0,10.0
101122,1.1.3,3,True,True,MEDIUM_SEAM,37.725,4,4,4,,0.163,6.25,0.158,0.564,90.0,21.0
101123,1.1.4,4,True,True,MEDIUM_SEAM,37.323,4,4,4,,0.398,7.731,-0.147,0.817,52.0,96.0
101124,1.1.5,5,True,True,MEDIUM_SEAM,37.4,0,0,0,,0.193,6.034,0.052,0.597,62.0,53.0
101125,1.1.6,6,True,True,MEDIUM_SEAM,36.72,0,0,0,,0.425,7.367,-0.245,0.723,40.0,40.0
101127,1.2.2,2,True,False,ORTHODOX,25.243,1,1,1,,0.213,5.072,0.058,0.531,28.0,72.0
101129,1.2.4,4,True,False,ORTHODOX,26.222,4,4,4,,0.368,4.55,-0.192,0.609,10.0,60.0
101130,1.2.5,5,True,False,ORTHODOX,25.054,6,6,6,,0.738,3.327,-0.795,0.577,14.0,70.0
101131,1.2.6,6,True,False,ORTHODOX,27.742,1,1,1,,0.273,6.185,0.039,0.69,27.0,72.0
101132,1.3.1,1,True,False,SEAM,37.398,4,4,4,,0.349,10.836,-0.333,1.229,90.0,64.0
101133,1.3.2,2,True,False,SEAM,36.987,1,1,1,,0.574,9.28,-0.629,0.865,36.0,34.0
101140,1.4.3,3,True,True,MEDIUM_SEAM,38.265,1,1,1,,0.235,6.067,-0.05,0.506,40.0,50.0
101142,1.4.5,5,True,True,MEDIUM_SEAM,36.117,1,1,1,,0.357,8.638,-0.136,0.793,37.0,28.0
101144,1.5.1,1,True,False,SEAM,36.846,0,0,0,,0.551,9.191,-0.641,0.854,35.0,41.0
101145,1.5.2,2,True,False,SEAM,36.742,1,0,1,Wd,0.764,10.403,-1.212,1.001,5.0,5.0
101146,1.5.3,2,True,False,SEAM,37.268,4,4,4,,0.443,9.433,-0.5,0.865,16.0,15.0
101147,1.5.4,3,True,False,SEAM,38.526,1,1,1,,0.259,3.502,-0.208,0.339,60.0,54.0
101149,1.5.6,5,True,False,SEAM,33.598,1,1,1,,0.38,13.463,-0.317,1.888,88.0,41.0
101151,1.6.1,1,True,True,MEDIUM_SEAM,32.94,0,0,0,,0.39,8.448,-0.274,0.912,34.0,39.0
101152,1.6.2,2,True,True,MEDIUM_SEAM,37.55,4,4,4,,0.021,4.625,0.21,0.406,88.0,68.0
101153,1.6.3,3,True,True,MEDIUM_SEAM,36.167,4,4,4,,0.745,6.67,-0.82,0.681,12.0,67.0
101154,1.6.4,4,True,True,MEDIUM_SEAM,38.511,1,1,1,,0.001,2.653,0.088,0.242,61.0,52.0
101156,1.6.6,6,True,True,MEDIUM_SEAM,31.235,1,1,1,,0.259,8.883,0.209,0.795,61.0,54.0
101157,1.7.1,1,True,True,MEDIUM_SEAM,35.064,1,1,1,,0.277,7.912,-0.031,0.802,78.0,51.0
101160,1.7.4,4,True,True,MEDIUM_SEAM,36.151,1,1,1,,0.418,7.614,-0.334,0.826,14.0,36.0
101162,1.7.6,6,True,True,MEDIUM_SEAM,37.11,1,1,1,,-0.023,3.928,0.198,0.368,73.0,74.0
101163,1.8.1,1,True,True,OFF_SPIN,25.327,1,1,1,,0.22,5.549,-0.082,0.648,21.0,63.0
101165,1.8.3,3,True,True,OFF_SPIN,22.888,1,1,1,,0.143,5.519,0.314,0.762,58.0,24.0
101168,1.8.6,6,True,True,OFF_SPIN,25.382,1,1,1,,0.135,5.601,0.037,0.591,72.0,78.0
101169,1.9.1,1,True,False,ORTHODOX,25.957,0,0,0,,0.271,4.59,-0.168,0.645,37.0,44.0
101170,1.9.2,2,True,False,ORTHODOX,25.243,0,0,0,,0.132,4.394,-0.179,0.679,5.0,5.0
101171,1.9.3,3,True,False,ORTHODOX,25.194,0,0,0,,0.237,5.149,-0.442,0.671,5.0,5.0
101172,1.9.4,4,True,False,ORTHODOX,25.159,0,0,0,,0.35,4.364,-0.163,0.569,41.0,24.0
101173,1.9.5,5,True,False,ORTHODOX,26.041,0,0,0,,0.249,5.806,-0.154,0.578,5.0,5.0
101174,1.9.6,6,True,False,ORTHODOX,26.803,1,1,1,,0.248,5.459,-0.006,0.661,26.0,59.0
101175,1.10.1,1,True,True,OFF_SPIN,26.477,1,1,1,,0.402,7.306,-0.242,0.596,28.0,76.0
101177,1.10.3,3,True,True,OFF_SPIN,27.767,2,2,2,,0.493,6.462,-0.41,0.63,16.0,61.0
101178,1.10.4,4,True,True,OFF_SPIN,25.501,4,4,4,,-0.094,7.15,0.749,0.755,61.0,6.0
101179,1.10.5,5,True,True,OFF_SPIN,28.481,0,0,0,,0.555,6.845,-0.47,0.721,41.0,40.0
101180,1.10.6,6,True,True,OFF_SPIN,27.141,1,1,1,,0.543,5.924,-0.399,0.589,41.0,23.0
101181,1.11.1,1,True,False,ORTHODOX,26.628,0,0,0,,0.226,5.444,-0.187,0.737,40.0,41.0
101182,1.11.2,2,True,False,ORTHODOX,27.604,0,0,0,,0.381,5.258,-0.211,0.633,43.0,40.0
101183,1.11.3,3,True,False,ORTHODOX,28.492,2,2,2,,0.231,7.058,0.155,0.751,76.0,41.0
101184,1.11.4,4,True,False,ORTHODOX,26.547,4,4,4,,0.383,6.797,-0.211,0.699,14.0,67.0
101185,1.11.5,5,True,False,ORTHODOX,25.944,1,1,1,,0.326,5.741,-0.163,0.574,42.0,36.0
101187,1.12.1,1,True,True,OFF_SPIN,24.37,1,1,1,,0.09,6.346,-0.171,0.771,32.0,80.0
101189,1.12.3,3,True,True,OFF_SPIN,25.192,1,1,1,,0.215,5.464,-0.286,0.685,34.0,37.0
101192,1.12.6,6,True,True,OFF_SPIN,27.294,1,1,1,,0.725,3.595,-0.801,0.407,36.0,26.0
101193,1.13.1,1,True,True,OFF_SPIN,26.076,1,1,1,,0.261,5.89,0.061,0.603,70.0,52.0
101195,1.13.3,3,True,True,OFF_SPIN,24.315,2,2,2,,0.023,4.082,0.157,0.554,70.0,48.0
101196,1.13.4,4,True,True,OFF_SPIN,24.227,0,0,0,,0.613,6.12,-0.181,0.507,36.0,27.0
101197,1.13.5,5,True,True,OFF_SPIN,24.634,1,1,1,,0.243,4.416,0.11,0.648,70.0,45.0
101202,1.14.4,4,True,True,OFF_SPIN,24.201,1,1,1,,-0.044,6.461,0.037,0.443,77.0,53.0
101206,1.15.2,2,True,True,OFF_SPIN,25.916,1,1,1,,0.228,3.218,-0.038,0.396,72.0,78.0
101209,1.15.5,5,True,True,OFF_SPIN,27.433,1,1,1,,0.119,4.308,0.049,0.415,65.0,70.0
101213,1.16.3,3,True,True,OFF_SPIN,24.347,2,2,2,,-0.118,6.04,0.141,0.712,79.0,35.0
101214,1.16.4,4,True,True,OFF_SPIN,25.413,0,0,0,,0.368,5.903,-0.532,0.596,44.0,39.0
101215,1.16.5,5,True,True,OFF_SPIN,24.144,3,3,3,,0.033,5.272,-0.101,0.719,28.0,65.0
101218,1.17.2,2,True,True,OFF_SPIN,24.85,0,0,0,,0.319,7.858,0.311,0.645,0.0,0.0
101964,2.1.1,1,True,False,FAST_SEAM,36.942,4,4,4,,0.086,9.077,-0.384,0.868,10.0,21.0
101965,2.1.2,2,True,False,FAST_SEAM,37.229,4,4,4,,0.013,9.682,-0.549,0.934,12.0,63.0
101966,2.1.3,3,True,False,FAST_SEAM,37.639,4,4,4,,0.154,8.626,-0.627,0.889,14.0,16.0
101967,2.1.4,4,True,False,FAST_SEAM,38.282,0,0,0,,0.054,8.323,-0.479,0.862,44.0,34.0
101968,2.1.5,5,True,False,FAST_SEAM,38.11,0,0,0,,-0.265,9.597,0.144,1.137,5.0,5.0
101969,2.1.6,6,True,False,FAST_SEAM,36.649,1,1,1,,-0.195,9.429,-0.134,0.989,48.0,27.0
101970,2.2.1,1,True,True,OFF_SPIN,24.35,0,0,0,,0.269,4.704,-0.039,0.699,54.0,41.0
101971,2.2.2,2,True,True,OFF_SPIN,25.116,4,4,4,,-0.016,4.972,0.331,0.717,62.0,7.0
101972,2.2.3,3,True,True,OFF_SPIN,23.863,0,0,0,,0.32,5.149,0.144,0.755,57.0,39.0
101973,2.2.4,4,True,True,OFF_SPIN,24.796,4,4,4,,0.612,5.14,-0.511,0.726,25.0,10.0
101974,2.2.5,5,True,True,OFF_SPIN,23.989,6,6,6,,0.417,4.037,-0.147,0.532,65.0,92.0
101975,2.2.6,6,True,True,OFF_SPIN,26.092,0,0,0,,0.095,5.455,0.298,0.732,60.0,33.0
101979,2.3.4,4,True,False,ORTHODOX,27.863,0,0,0,,0.198,5.2,-0.102,0.594,34.0,38.0
101980,2.3.5,5,True,False,ORTHODOX,26.886,4,4,4,,0.009,5.212,0.012,0.766,7.0,47.0
101981,2.3.6,6,True,False,ORTHODOX,28.589,1,1,1,,0.235,7.435,-0.011,0.756,23.0,73.0
101982,2.4.1,1,True,True,OFF_SPIN,26.579,4,4,4,,0.391,5.904,-0.038,0.613,93.0,52.0
101983,2.4.2,2,True,True,OFF_SPIN,26.206,1,1,1,,-0.172,4.879,0.124,0.647,80.0,53.0
101988,2.5.1,1,True,False,ORTHODOX,27.502,1,1,1,,0.221,6.715,-0.007,0.701,36.0,39.0
101993,2.5.6,6,True,False,ORTHODOX,27.525,1,1,1,,0.233,5.608,-0.06,0.664,35.0,49.0
101994,2.6.1,1,True,True,MEDIUM_SEAM,37.886,0,0,0,,-0.034,7.366,0.299,0.714,57.0,51.0
101995,2.6.2,2,True,True,MEDIUM_SEAM,38.77,1,1,1,,-0.593,2.578,0.761,0.284,59.0,55.0
102001,2.7.1,1,True,False,ORTHODOX,27.611,0,0,0,,0.252,6.252,-0.207,0.649,38.0,25.0
102004,2.7.4,4,True,False,ORTHODOX,27.509,4,4,4,,0.154,5.006,-0.052,0.506,11.0,20.0
102005,2.7.5,5,True,False,ORTHODOX,28.166,3,3,3,,0.299,4.092,-0.368,0.576,22.0,16.0
102008,2.8.2,2,True,True,LEG_SPIN,24.282,2,2,2,,0.061,5.725,-0.145,0.704,60.0,11.0
102009,2.8.3,3,True,True,LEG_SPIN,24.779,1,0,0,Lb,-0.108,6.375,0.176,0.509,58.0,26.0
102011,2.8.5,5,True,True,LEG_SPIN,24.289,4,4,4,,0.188,4.67,-0.368,0.767,41.0,6.0
102012,2.8.6,6,True,True,LEG_SPIN,24.884,0,0,0,,0.261,5.433,-0.126,0.837,55.0,36.0
102016,2.9.4,4,True,True,MEDIUM_SEAM,38.789,0,0,0,,0.221,8.709,-0.041,0.897,50.0,40.0
102017,2.9.5,5,True,True,MEDIUM_SEAM,37.964,2,2,2,,-0.054,6.076,0.339,0.573,90.0,38.0
102018,2.9.6,6,True,True,MEDIUM_SEAM,38.44,0,0,0,,0.49,9.446,-0.477,0.994,48.0,43.0
102024,2.10.6,6,True,True,MEDIUM_SEAM,24.192,2,2,2,,0.17,5.212,0.03,0.572,63.0,69.0
102026,2.11.2,2,True,False,FAST_SEAM,33.417,1,1,1,,0.497,8.406,-0.223,0.866,15.0,47.0
102028,2.11.4,4,True,False,FAST_SEAM,32.379,1,1,1,,0.069,5.133,0.252,0.48,20.0,51.0
102031,2.12.1,1,True,True,MEDIUM_SEAM,24.099,1,1,1,,0.729,4.237,-0.727,0.547,34.0,43.0
102033,2.12.3,3,True,True,MEDIUM_SEAM,38.923,1,1,1,,0.434,12.202,-0.294,1.459,86.0,61.0
102037,2.13.1,1,True,True,MEDIUM_SEAM,38.645,1,1,1,,0.329,9.394,-0.225,0.814,26.0,75.0
102043,2.14.1,1,True,False,ORTHODOX,28.019,0,0,0,,0.19,5.053,-0.1,0.678,40.0,39.0
102044,2.14.2,2,True,False,ORTHODOX,27.653,1,1,1,,0.088,6.13,0.26,0.754,68.0,25.0
102046,2.14.4,4,True,False,ORTHODOX,28.262,1,1,1,,0.303,6.605,-0.332,0.652,37.0,25.0
102049,2.15.1,1,True,True,MEDIUM_SEAM,38.788,1,1,1,,0.253,8.633,-0.157,0.86,39.0,39.0
102056,2.16.2,2,True,True,MEDIUM_SEAM,33.642,1,1,1,,0.169,5.254,0.044,0.458,76.0,25.0
102058,2.16.4,4,True,True,MEDIUM_SEAM,33.24,1,1,1,,0.344,6.435,-0.1,0.688,50.0,47.0
102060,2.16.6,6,True,True,MEDIUM_SEAM,34.017,4,4,4,,0.302,7.134,-0.042,0.725,26.0,10.0
102063,2.17.3,3,True,False,FAST_SEAM,34.214,4,4,4,,0.447,9.519,-0.045,0.858,7.0,43.0
102064,2.17.4,4,True,False,FAST_SEAM,36.647,0,0,0,,0.405,9.255,0.016,0.892,45.0,23.0
102065,2.17.5,5,True,False,FAST_SEAM,37.023,0,0,0,,0.331,9.596,0.31,0.879,47.0,41.0
102066,2.17.6,6,True,False,FAST_SEAM,37.195,1,1,1,,0.481,8.273,-0.034,0.669,65.0,10.0
102067,2.18.1,1,True,True,MEDIUM_SEAM,38.129,0,0,0,,0.218,8.747,0.662,0.918,5.0,5.0
102068,2.18.2,2,True,True,MEDIUM_SEAM,28.53,1,1,1,,0.766,6.701,-0.559,0.787,48.0,70.0
102071,2.18.5,5,True,True,MEDIUM_SEAM,37.918,2,2,2,,0.334,8.894,0.188,0.918,81.0,32.0
102072,2.18.6,6,True,True,MEDIUM_SEAM,29.127,1,1,1,,0.691,6.292,-0.45,0.698,52.0,24.0
102073,2.19.1,1,True,False,FAST_SEAM,37.821,1,1,1,,0.476,6.688,-0.202,0.626,76.0,77.0
102077,2.19.5,4,True,False,FAST_SEAM,35.319,1,1,1,,0.226,6.914,0.147,0.631,54.0,31.0
102080,2.20.1,1,True,True,MEDIUM_SEAM,32.263,0,0,0,,0.641,10.268,-0.565,0.905,5.0,5.0
102081,2.20.2,2,True,True,MEDIUM_SEAM,34.822,2,2,2,,0.681,9.723,-0.209,0.816,78.0,70.0
102082,2.20.3,3,True,True,MEDIUM_SEAM,27.194,2,2,2,,0.381,4.67,-0.152,0.643,51.0,36.0
102083,2.20.4,4,True,True,MEDIUM_SEAM,30.724,6,6,6,,0.152,7.431,0.282,0.559,88.0,66.0
102084,2.20.5,5,True,True,MEDIUM_SEAM,30.801,2,2,2,,0.858,4.794,-0.948,0.502,37.0,34.0
102960,2.2.1,1,True,False,SEAM,36.724,0,0,0,,-0.132,7.87,-0.175,0.889,49.0,40.0
102961,2.2.2,2,True,False,SEAM,32.58,1,1,1,,-0.388,8.166,0.167,0.974,67.0,14.0
102963,2.2.4,4,True,False,SEAM,36.123,1,0,1,Wd,-0.421,12.407,0.392,2.145,5.0,5.0
102964,2.2.5,4,True,False,SEAM,32.732,1,1,1,,-0.093,5.8,-0.081,0.775,74.0,42.0
102968,2.3.2,2,True,False,ORTHODOX,27.15,1,1,1,,0.041,7.155,0.176,0.768,66.0,40.0
102970,2.3.4,4,True,False,ORTHODOX,25.178,0,0,0,,0.071,4.176,-0.137,0.645,63.0,28.0
102971,2.3.5,5,True,False,ORTHODOX,27.973,1,1,1,,-0.074,6.582,0.162,0.838,63.0,33.0
102979,2.4.7,6,True,False,SEAM,36.475,0,0,0,,0.174,7.523,-0.697,0.723,41.0,55.0
102982,2.5.3,3,True,False,ORTHODOX,27.487,4,4,4,,-0.335,6.76,0.628,0.816,10.0,50.0
102983,2.5.4,4,True,False,ORTHODOX,26.545,6,6,6,,0.057,6.356,-0.043,0.71,95.0,46.0
102984,2.5.5,5,True,False,ORTHODOX,27.967,0,0,0,,0.195,5.085,-0.138,0.747,34.0,36.0
102985,2.5.6,6,True,False,ORTHODOX,29.461,0,0,0,,-0.192,3.468,0.344,0.525,35.0,34.0
102988,2.6.3,3,True,True,MEDIUM_SEAM,32.129,0,0,0,,0.503,9.429,0.075,1.036,5.0,5.0
102989,2.6.4,4,True,True,MEDIUM_SEAM,33.67,4,4,4,,0.495,7.295,-0.38,0.784,43.0,93.0
102990,2.6.5,5,True,True,MEDIUM_SEAM,31.292,0,0,0,,0.464,7.182,-0.151,0.974,5.0,5.0
102991,2.6.6,6,True,True,MEDIUM_SEAM,38.389,0,0,0,,0.651,11.791,-0.347,1.674,5.0,5.0
102993,2.7.2,2,True,True,FAST_SEAM,39.888,1,1,1,,0.381,6.393,-0.032,0.664,61.0,36.0
102999,2.8.2,2,True,True,LEG_SPIN,23.469,4,4,4,,0.52,3.802,-0.346,0.552,50.0,95.0
103000,2.8.3,3,True,True,LEG_SPIN,24.279,0,0,0,,0.137,5.916,-0.321,0.774,35.0,29.0
103001,2.8.4,4,True,True,LEG_SPIN,24.499,1,1,1,,-0.08,4.309,0.141,0.583,73.0,22.0
103003,2.8.6,6,True,True,LEG_SPIN,24.98,1,1,1,,0.152,6.227,-0.064,0.638,44.0,53.0
103004,2.9.1,1,True,False,ORTHODOX,26.551,1,1,1,,-0.029,3.854,0.065,0.589,41.0,78.0
103006,2.9.3,3,True,False,ORTHODOX,26.306,1,1,1,,-0.282,5.383,0.49,0.507,37.0,28.0
103008,2.9.5,5,True,False,ORTHODOX,27.844,0,0,0,,-0.056,4.739,-0.054,0.901,5.0,5.0
103009,2.9.6,6,True,False,ORTHODOX,27.282,1,1,1,,-0.052,4.064,0.098,0.552,46.0,78.0
103010,2.10.1,1,True,True,LEG_SPIN,24.51,0,0,0,,-0.077,2.264,-0.021,0.43,49.0,42.0
103011,2.10.2,2,True,True,LEG_SPIN,22.837,2,2,2,,-0.036,5.62,0.121,0.6,67.0,70.0
103012,2.10.3,3,True,True,LEG_SPIN,21.064,1,1,1,,-0.053,4.505,0.12,0.649,78.0,45.0
103014,2.10.5,5,True,True,LEG_SPIN,24.582,2,2,2,,-0.002,4.051,0.122,0.648,82.0,43.0
103015,2.10.6,6,True,True,LEG_SPIN,22.344,6,6,6,,0.044,3.175,0.1,0.637,86.0,81.0
103018,2.11.3,3,True,False,ORTHODOX,27.904,1,1,1,,-0.036,5.366,0.205,0.672,37.0,71.0
103021,2.11.6,6,True,False,ORTHODOX,25.831,0,0,0,,0.012,6.369,0.291,0.728,5.0,5.0
103023,2.12.2,2,True,True,MEDIUM_SEAM,32.38,1,1,1,,0.697,8.667,-0.514,0.872,10.0,44.0
103026,2.12.5,5,True,True,MEDIUM_SEAM,30.976,2,2,2,,0.493,5.005,-0.327,0.464,78.0,71.0
103027,2.12.6,6,True,True,MEDIUM_SEAM,38.673,4,4,4,,0.276,6.737,-0.038,0.614,14.0,74.0
103031,2.13.4,4,True,False,SEAM,31.446,4,4,4,,0.252,5.354,-0.629,0.615,6.0,56.0
103032,2.13.5,5,True,False,SEAM,36.145,0,0,0,,-0.446,11.163,0.235,1.573,5.0,5.0
103033,2.13.6,6,True,False,SEAM,32.441,0,0,0,,-0.225,12.646,-0.797,1.951,5.0,5.0
103036,2.14.3,3,True,True,MEDIUM_SEAM,36.845,6,6,6,,0.566,7.652,-0.356,0.782,78.0,86.0
103037,2.14.4,4,True,True,MEDIUM_SEAM,29.825,4,4,4,,0.487,3.187,-0.45,0.453,69.0,93.0
103038,2.14.5,5,True,True,MEDIUM_SEAM,28.966,2,2,2,,-0.047,2.875,0.36,0.57,61.0,89.0
103039,2.14.6,6,True,True,MEDIUM_SEAM,32.699,1,1,1,,0.825,11.192,-0.63,1.341,13.0,48.0
103040,2.15.1,1,True,True,FAST_SEAM,39.587,1,1,1,,0.409,6.493,-0.139,0.691,12.0,42.0
103042,2.15.3,3,True,True,FAST_SEAM,38.702,4,4,4,,0.642,10.345,-0.007,1.25,96.0,41.0
103043,2.15.4,4,True,True,FAST_SEAM,39.205,6,6,6,,0.615,10.638,0.144,1.418,88.0,15.0
103044,2.15.5,5,True,True,FAST_SEAM,39.059,1,1,1,,0.533,8.143,0.018,0.904,54.0,27.0
103048,2.16.3,3,True,True,LEG_SPIN,23.121,1,1,1,,-0.12,5.881,0.148,0.731,14.0,38.0
103051,2.16.6,6,True,True,LEG_SPIN,23.66,1,1,1,,0.271,7.376,-0.288,0.7,62.0,77.0
103052,2.17.1,1,True,False,SEAM,36.897,1,1,1,,0.461,5.45,-0.911,0.503,39.0,74.0
103055,2.17.4,4,True,False,SEAM,33.701,1,1,1,,-0.068,8.358,-0.708,0.937,35.0,68.0
103057,2.17.6,5,True,False,SEAM,27.944,0,0,0,,0.986,1.665,-1.16,0.308,0.0,0.0
103058,2.17.7,6,True,False,SEAM,32.748,4,4,4,,0.478,3.866,-0.809,0.475,51.0,75.0
103064,2.18.6,6,True,True,MEDIUM_SEAM,30.764,6,6,6,,0.688,8.932,-0.16,0.97,83.0,75.0
103211,1.1.2,2,True,True,FAST_SEAM,41.63,0,0,0,,0.533,5.185,-0.25,0.665,47.0,39.0
103212,1.1.3,3,True,True,FAST_SEAM,40.086,0,0,0,,0.793,7.797,-0.898,0.742,36.0,27.0
103213,1.1.4,4,True,True,FAST_SEAM,39.641,1,1,1,,0.46,9.466,-0.07,1.007,50.0,29.0
103216,1.2.1,1,True,True,MEDIUM_SEAM,37.884,0,0,0,,0.174,6.053,0.054,0.687,56.0,54.0
103217,1.2.2,2,True,True,MEDIUM_SEAM,38.332,1,1,1,,0.606,8.224,-0.414,0.792,40.0,45.0
103222,1.3.1,1,True,True,FAST_SEAM,38.499,4,4,4,,0.744,9.492,-0.794,0.939,36.0,7.0
103223,1.3.2,2,True,True,FAST_SEAM,-1.0,6,6,6,,0.439,4.221,-0.267,0.446,54.0,5.0
103224,1.3.3,3,True,True,FAST_SEAM,34.051,4,4,4,,0.885,6.979,-0.926,0.713,15.0,15.0
103225,1.3.4,4,True,True,FAST_SEAM,34.085,4,4,4,,0.532,7.887,-0.313,0.747,80.0,80.0
103226,1.3.5,5,True,True,FAST_SEAM,40.827,6,6,6,,0.109,4.712,0.116,0.568,56.0,6.0
103227,1.3.6,6,True,True,FAST_SEAM,40.01,4,4,4,,0.483,2.518,-0.465,0.298,17.0,15.0
103232,1.4.5,5,True,True,OFF_SPIN,25.228,1,0,1,Wd,-0.07,7.196,0.885,0.774,5.0,5.0
103233,1.4.6,5,True,True,OFF_SPIN,25.707,0,0,0,,0.287,5.638,0.006,0.723,50.0,38.0
103234,1.4.7,6,True,True,OFF_SPIN,26.882,4,4,4,,0.193,2.867,-0.124,0.511,33.0,90.0
103238,1.5.4,4,True,True,FAST_SEAM,38.938,1,1,1,,0.171,9.6,-0.049,1.305,41.0,25.0
103241,1.6.1,1,True,True,OFF_SPIN,26.24,1,1,1,,0.54,6.908,-0.238,0.746,32.0,37.0
103247,1.7.1,1,True,True,FAST_SEAM,37.65,1,1,1,,0.517,7.031,-0.39,0.806,15.0,49.0
103257,1.8.5,5,True,False,UNORTHODOX,23.812,1,1,1,,-0.234,3.621,0.23,0.58,83.0,49.0
103260,1.9.2,2,True,True,MEDIUM_SEAM,38.173,0,0,0,,0.69,8.952,-0.412,0.988,38.0,26.0
103261,1.9.3,3,True,True,MEDIUM_SEAM,39.459,1,1,1,,0.236,2.895,-0.086,0.292,56.0,78.0
103265,1.10.1,1,True,False,UNORTHODOX,23.222,0,0,0,,0.255,4.154,-0.174,0.711,35.0,41.0
103266,1.10.2,2,True,False,UNORTHODOX,30.327,0,0,0,,-0.059,6.038,-0.157,0.711,0.0,0.0
106978,2.2.1,1,True,True,OFF_SPIN,27.207,4,4,4,,-0.042,4.477,0.318,0.441,73.0,7.0
106979,2.2.2,2,True,True,OFF_SPIN,26.247,1,1,1,,0.317,6.932,0.008,0.586,67.0,69.0
106982,2.2.5,5,True,True,OFF_SPIN,27.382,0,0,0,,0.633,7.42,-0.441,0.437,49.0,29.0
106983,2.2.6,6,True,True,OFF_SPIN,27.734,0,0,0,,0.408,6.876,-0.116,0.579,38.0,43.0
106985,2.3.2,2,True,True,FAST_SEAM,36.694,4,4,4,,0.313,5.807,-0.24,0.616,11.0,75.0
106986,2.3.3,3,True,True,FAST_SEAM,40.146,0,0,0,,0.325,7.627,-0.183,0.763,38.0,40.0
106987,2.3.4,4,True,True,FAST_SEAM,37.646,4,4,4,,0.277,12.413,0.072,1.47,61.0,5.0
106988,2.3.5,5,True,True,FAST_SEAM,39.366,0,0,0,,0.207,6.832,-0.021,0.597,48.0,41.0
106989,2.3.6,6,True,True,FAST_SEAM,39.638,0,0,0,,0.25,9.341,-0.232,1.064,38.0,27.0
106991,2.4.2,2,True,True,OFF_SPIN,27.429,0,0,0,,0.463,6.996,-0.287,0.441,60.0,34.0
106992,2.4.3,3,True,True,OFF_SPIN,27.382,0,0,0,,0.428,6.692,-0.185,0.688,39.0,41.0
106993,2.4.4,4,True,True,OFF_SPIN,26.304,4,4,4,,0.484,4.676,-0.304,0.451,37.0,94.0
106994,2.4.5,5,True,True,OFF_SPIN,28.217,0,0,0,,0.588,6.012,-0.388,0.626,36.0,29.0
106995,2.4.6,6,True,True,OFF_SPIN,25.255,6,6,6,,0.471,6.311,-0.336,0.579,26.0,88.0
106999,2.5.4,4,True,True,FAST_SEAM,39.429,0,0,0,,0.497,6.859,-0.47,0.769,5.0,5.0
107000,2.5.5,5,True,True,FAST_SEAM,37.435,2,2,2,,0.429,6.993,-0.386,0.749,23.0,67.0
107003,2.6.2,2,True,False,MEDIUM_SEAM,31.615,4,4,4,,0.923,7.847,-0.818,0.802,6.0,25.0
107004,2.6.3,3,True,False,MEDIUM_SEAM,37.669,0,0,0,,-0.228,3.41,0.427,0.293,38.0,48.0
107005,2.6.4,4,True,False,MEDIUM_SEAM,36.26,6,6,6,,0.861,12.64,-0.329,1.29,62.0,95.0
107007,2.6.6,6,True,False,MEDIUM_SEAM,37.068,4,4,4,,0.675,7.672,-0.359,0.79,6.0,56.0
107009,2.7.2,2,True,True,OFF_SPIN,26.084,2,2,2,,0.425,4.056,-0.318,0.544,35.0,58.0
107010,2.7.3,3,True,True,OFF_SPIN,25.119,1,1,1,,0.347,4.42,-0.346,0.496,30.0,50.0
107012,2.7.5,5,True,True,OFF_SPIN,25.947,1,1,1,,0.025,3.419,0.121,0.459,78.0,63.0
107016,2.8.3,3,True,False,SEAM,34.144,0,0,0,,0.38,4.757,-0.255,0.375,52.0,33.0
107017,2.8.4,4,True,False,SEAM,39.091,0,0,0,,0.397,7.172,-0.355,0.702,5.0,5.0
107018,2.8.5,5,True,False,SEAM,38.524,0,0,0,,0.184,1.004,-0.163,0.146,48.0,41.0
107019,2.8.6,6,True,False,SEAM,-1.0,4,4,4,,0.354,4.686,-0.277,0.398,26.0,87.0
