,delivery,ball,rightHandedBat,rightArmedBowl,bowlingStyle,ballSpeed,runs,batterRuns,bowlerRuns,extras,pitchX,pitchY,stumpsX,stumpsY,fieldX,fieldY
83188,2.3.2,2,True,True,MEDIUM_SEAM,37.229,4,4,4,,0.203,2.716,-0.164,0.37,20.0,79.0
83189,2.3.3,3,True,True,MEDIUM_SEAM,37.38,1,1,1,,0.07,5.816,-0.009,0.506,83.0,56.0
83195,2.4.3,3,True,True,FAST_SEAM,38.819,4,4,4,,0.274,6.077,-0.034,0.617,14.0,71.0
83196,2.4.4,4,True,True,FAST_SEAM,36.358,1,1,1,,0.077,6.677,0.298,0.648,38.0,55.0
83201,2.5.3,3,True,False,SEAM,29.223,4,4,4,,0.233,6.736,-0.309,0.679,13.0,67.0
83202,2.5.4,4,True,False,SEAM,37.289,0,0,0,,0.189,7.409,-0.051,0.581,33.0,46.0
83203,2.5.5,5,True,False,SEAM,37.373,4,4,4,,-0.081,6.412,0.405,0.54,76.0,11.0
83204,2.5.6,6,True,False,SEAM,28.469,4,4,4,,0.064,2.316,-0.066,0.467,14.0,68.0
83209,2.6.5,4,True,True,MEDIUM_SEAM,28.609,1,1,1,,0.22,13.15,0.828,1.469,81.0,21.0
83213,2.7.2,2,True,False,ORTHODOX,24.475,1,1,1,,0.277,6.861,-0.059,0.752,76.0,27.0
83216,2.7.5,5,True,False,ORTHODOX,27.785,2,2,2,,0.2,6.201,0.136,0.675,65.0,86.0
83217,2.7.6,6,True,False,ORTHODOX,24.836,0,0,0,,-0.029,7.455,0.605,0.671,5.0,5.0
83220,2.8.3,3,True,True,MEDIUM_SEAM,37.88,1,1,1,,0.478,2.122,-0.485,0.268,37.0,27.0
83222,2.8.5,5,True,True,MEDIUM_SEAM,29.627,4,4,4,,0.489,3.788,-0.427,0.531,10.0,60.0
83223,2.8.6,6,True,True,MEDIUM_SEAM,38.588,1,1,1,,0.481,4.9,-0.459,0.373,68.0,11.0
83224,2.9.1,1,True,False,ORTHODOX,27.113,1,1,1,,0.218,6.653,0.218,0.639,84.0,67.0
83229,2.9.6,5,True,False,ORTHODOX,28.219,6,6,6,,0.239,7.661,0.335,0.675,95.0,48.0
83230,2.9.7,6,True,False,ORTHODOX,24.681,1,1,1,,-0.002,5.333,0.308,0.57,80.0,44.0
83231,2.10.1,1,True,False,SEAM,27.457,1,1,1,,0.124,5.112,0.049,0.604,72.0,73.0
83233,2.10.3,3,True,False,SEAM,23.46,1,1,1,,0.711,3.981,-0.903,0.523,12.0,41.0
83235,2.10.5,5,True,False,SEAM,27.88,1,1,1,,0.206,6.233,0.216,0.69,76.0,67.0
83239,2.11.3,3,True,True,FAST_SEAM,38.794,1,1,1,,0.4,1.686,-0.405,0.211,14.0,31.0
83241,2.11.5,5,True,True,FAST_SEAM,37.944,1,1,1,,0.49,4.742,-0.447,0.43,79.0,47.0
83246,2.12.4,4,True,False,SEAM,28.027,1,1,1,,0.35,6.303,-0.051,0.629,64.0,70.0
83249,2.13.1,1,True,True,MEDIUM_SEAM,38.489,1,0,1,Wd,1.093,3.273,-1.137,0.368,5.0,5.0
83250,2.13.2,1,True,True,MEDIUM_SEAM,35.749,1,1,1,,0.982,4.653,-1.077,0.426,13.0,38.0
83252,2.13.4,3,True,True,MEDIUM_SEAM,35.662,6,6,6,,0.633,3.213,-0.638,0.365,11.0,80.0
83253,2.13.5,4,True,True,MEDIUM_SEAM,36.961,6,6,6,,0.264,9.539,-0.322,0.934,93.0,61.0
83254,2.13.6,5,True,True,MEDIUM_SEAM,36.371,1,1,1,,0.715,2.817,-0.728,0.275,27.0,76.0
83256,2.14.1,1,True,False,SEAM,31.023,0,0,0,,0.488,5.634,-0.545,0.604,0.0,0.0
83750,1.1.2,2,True,True,FAST_SEAM,37.819,5,0,5,Wd,0.293,7.778,0.394,0.95,5.0,5.0
83751,1.1.3,2,True,True,FAST_SEAM,38.578,1,1,1,,0.746,8.461,-0.905,0.987,40.0,8.0
83753,1.1.5,4,True,True,FAST_SEAM,40.111,0,0,0,,0.52,3.636,-0.405,0.432,44.0,59.0
83754,1.1.6,5,True,True,FAST_SEAM,40.36,0,0,0,,0.403,9.052,-0.018,1.107,58.0,36.0
83755,1.1.7,6,True,True,FAST_SEAM,41.302,0,0,0,,0.205,0.651,-0.177,0.114,58.0,21.0
83760,1.2.5,4,True,True,FAST_SEAM,38.713,6,6,6,,0.399,11.338,0.306,1.613,60.0,6.0
83761,1.2.6,5,True,True,FAST_SEAM,37.865,4,4,4,,0.351,9.81,-0.01,1.239,43.0,6.0
83762,1.2.7,6,True,True,FAST_SEAM,37.908,0,0,0,,0.487,10.233,-0.272,1.335,49.0,22.0
83765,1.3.3,3,True,False,FAST_SEAM,34.9,1,1,1,,-0.172,8.076,-0.033,0.961,60.0,48.0
83768,1.3.6,6,True,False,FAST_SEAM,36.83,1,0,1,Wd,-0.37,7.424,0.405,0.773,5.0,5.0
83770,1.4.1,1,True,True,FAST_SEAM,40.418,0,0,0,,0.138,1.739,-0.25,0.366,38.0,43.0
83771,1.4.2,2,True,True,FAST_SEAM,38.713,6,6,6,,0.02,6.154,0.364,0.676,86.0,70.0
